############ Scenario Component Meta-Data ############
#Scenario component type: Tech Avail
#Bound:Never>false,Range>true,First>1975,Last>2045,Tech>trn_pass_road_LDV_4W  :  Car  :  Hybrid Liquids  :  million pass-km
#Bound:Never>false,Range>true,First>1975,Last>2040,Tech>trn_pass_road_LDV_4W  :  Car  :  Liquids  :  million pass-km
#Bound:Never>false,Range>true,First>1975,Last>2040,Tech>trn_pass_road_LDV_4W  :  Car  :  NG  :  million pass-km
#Bound:Never>false,Range>true,First>1975,Last>2045,Tech>trn_pass_road_LDV_4W  :  Large Car and Truck  :  Hybrid Liquids  :  million pass-km
#Bound:Never>false,Range>true,First>1975,Last>2040,Tech>trn_pass_road_LDV_4W  :  Large Car and Truck  :  Liquids  :  million pass-km
#Bound:Never>false,Range>true,First>1975,Last>2040,Tech>trn_pass_road_LDV_4W  :  Large Car and Truck  :  NG  :  million pass-km
#Bound:Never>false,Range>true,First>1975,Last>2045,Tech>trn_pass_road_LDV_4W  :  Mini Car  :  Hybrid Liquids  :  million pass-km
#Bound:Never>false,Range>true,First>1975,Last>2040,Tech>trn_pass_road_LDV_4W  :  Mini Car  :  Liquids  :  million pass-km
#Bound:Never>false,Range>true,First>1975,Last>2040,Tech>trn_pass_road_LDV_4W  :  Mini Car  :  NG  :  million pass-km
#Regions: AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,USA
######################################################
INPUT_TABLE
Variable ID
GLIMPSEStubTechShrwt

region,sector,subsector,tech,year,value
NC,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
NC,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
NC,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
NC,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
NC,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
NC,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
NC,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
NC,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
NC,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
ND,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
ND,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
ND,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
ND,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
ND,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
ND,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
ND,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
ND,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
ND,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
ND,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
ND,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
NE,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
NE,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
NE,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
NE,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
NE,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
NE,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
NE,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
NE,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
NE,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
NE,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
NE,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
NH,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
NH,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
NH,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
NH,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
NH,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
NH,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
NH,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
NH,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
NH,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
NH,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
NH,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
NJ,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
NJ,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
NJ,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
NJ,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
NJ,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
NJ,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
NJ,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
NJ,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
NJ,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
NJ,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
NJ,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
NM,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
NM,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
NM,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
NM,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
NM,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
NM,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
NM,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
NM,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
NM,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
NM,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
NM,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
NV,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
NV,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
NV,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
NV,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
NV,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
NV,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
NV,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
NV,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
NV,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
NV,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
NV,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
NY,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
NY,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
NY,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
NY,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
NY,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
NY,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
NY,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
NY,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
NY,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
NY,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
NY,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
OH,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
OH,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
OH,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
OH,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
OH,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
OH,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
OH,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
OH,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
OH,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
OH,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
OH,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
OK,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
OK,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
OK,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
OK,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
OK,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
OK,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
OK,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
OK,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
OK,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
OK,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
OK,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
OR,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
OR,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
OR,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
OR,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
OR,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
OR,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
OR,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
OR,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
OR,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
OR,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
OR,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
PA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
PA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
PA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
PA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
PA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
PA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
PA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
PA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
PA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
PA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
PA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
RI,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
RI,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
RI,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
RI,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
RI,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
RI,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
RI,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
RI,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
RI,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
RI,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
RI,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
SC,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
SC,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
SC,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
SC,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
SC,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
SC,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
SC,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
SC,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
SC,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
SC,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
SC,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
SD,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
SD,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
SD,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
SD,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
SD,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
SD,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
SD,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
SD,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
SD,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
SD,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
SD,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
TN,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
TN,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
TN,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
TN,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
TN,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
TN,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
TN,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
TN,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
TN,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
TN,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
TN,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
TX,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
TX,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
TX,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
TX,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
TX,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
TX,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
TX,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
TX,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
TX,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
TX,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
TX,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
UT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
UT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
UT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
UT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
UT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
UT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
UT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
UT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
UT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
UT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
UT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
VA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
VA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
VA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
VA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
VA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
VA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
VA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
VA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
VA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
VA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
VA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
VT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
VT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
VT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
VT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
VT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
VT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
VT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
VT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
VT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
VT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
VT,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
WA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
WA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
WA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
WA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
WA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
WA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
WA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
WA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
WA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
WA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
WA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
WI,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
WI,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
WI,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
WI,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
WI,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
WI,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
WI,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
WI,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
WI,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
WI,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
WI,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
WV,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
WV,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
WV,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
WV,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
WV,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
WV,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
WV,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
WV,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
WV,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
WV,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
WV,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
WY,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
WY,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
WY,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
WY,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
WY,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
WY,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
WY,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
WY,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
WY,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
WY,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
WY,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
USA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,0.0
USA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,0.0
USA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,0.0
USA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,0.0
USA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,0.0
USA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,0.0
USA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,0.0
USA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,0.0
USA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,0.0
USA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,0.0
USA,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,0.0
AK,trn_pass_road_LDV_4W,Car,Liquids,2045,0.0
AK,trn_pass_road_LDV_4W,Car,Liquids,2050,0.0
AK,trn_pass_road_LDV_4W,Car,Liquids,2055,0.0
AK,trn_pass_road_LDV_4W,Car,Liquids,2060,0.0
AK,trn_pass_road_LDV_4W,Car,Liquids,2065,0.0
AK,trn_pass_road_LDV_4W,Car,Liquids,2070,0.0
AK,trn_pass_road_LDV_4W,Car,Liquids,2075,0.0
AK,trn_pass_road_LDV_4W,Car,Liquids,2080,0.0
AK,trn_pass_road_LDV_4W,Car,Liquids,2085,0.0
AK,trn_pass_road_LDV_4W,Car,Liquids,2090,0.0
AK,trn_pass_road_LDV_4W,Car,Liquids,2095,0.0
AK,trn_pass_road_LDV_4W,Car,Liquids,2100,0.0
AL,trn_pass_road_LDV_4W,Car,Liquids,2045,0.0
AL,trn_pass_road_LDV_4W,Car,Liquids,2050,0.0
AL,trn_pass_road_LDV_4W,Car,Liquids,2055,0.0
AL,trn_pass_road_LDV_4W,Car,Liquids,2060,0.0
AL,trn_pass_road_LDV_4W,Car,Liquids,2065,0.0
AL,trn_pass_road_LDV_4W,Car,Liquids,2070,0.0
AL,trn_pass_road_LDV_4W,Car,Liquids,2075,0.0
AL,trn_pass_road_LDV_4W,Car,Liquids,2080,0.0
AL,trn_pass_road_LDV_4W,Car,Liquids,2085,0.0
AL,trn_pass_road_LDV_4W,Car,Liquids,2090,0.0
AL,trn_pass_road_LDV_4W,Car,Liquids,2095,0.0
AL,trn_pass_road_LDV_4W,Car,Liquids,2100,0.0
AR,trn_pass_road_LDV_4W,Car,Liquids,2045,0.0
AR,trn_pass_road_LDV_4W,Car,Liquids,2050,0.0
AR,trn_pass_road_LDV_4W,Car,Liquids,2055,0.0
AR,trn_pass_road_LDV_4W,Car,Liquids,2060,0.0
AR,trn_pass_road_LDV_4W,Car,Liquids,2065,0.0
AR,trn_pass_road_LDV_4W,Car,Liquids,2070,0.0
AR,trn_pass_road_LDV_4W,Car,Liquids,2075,0.0
AR,trn_pass_road_LDV_4W,Car,Liquids,2080,0.0
AR,trn_pass_road_LDV_4W,Car,Liquids,2085,0.0
AR,trn_pass_road_LDV_4W,Car,Liquids,2090,0.0
AR,trn_pass_road_LDV_4W,Car,Liquids,2095,0.0
AR,trn_pass_road_LDV_4W,Car,Liquids,2100,0.0
AZ,trn_pass_road_LDV_4W,Car,Liquids,2045,0.0
AZ,trn_pass_road_LDV_4W,Car,Liquids,2050,0.0
AZ,trn_pass_road_LDV_4W,Car,Liquids,2055,0.0
AZ,trn_pass_road_LDV_4W,Car,Liquids,2060,0.0
AZ,trn_pass_road_LDV_4W,Car,Liquids,2065,0.0
AZ,trn_pass_road_LDV_4W,Car,Liquids,2070,0.0
AZ,trn_pass_road_LDV_4W,Car,Liquids,2075,0.0
AZ,trn_pass_road_LDV_4W,Car,Liquids,2080,0.0
AZ,trn_pass_road_LDV_4W,Car,Liquids,2085,0.0
AZ,trn_pass_road_LDV_4W,Car,Liquids,2090,0.0
AZ,trn_pass_road_LDV_4W,Car,Liquids,2095,0.0
AZ,trn_pass_road_LDV_4W,Car,Liquids,2100,0.0
CA,trn_pass_road_LDV_4W,Car,Liquids,2045,0.0
CA,trn_pass_road_LDV_4W,Car,Liquids,2050,0.0
CA,trn_pass_road_LDV_4W,Car,Liquids,2055,0.0
CA,trn_pass_road_LDV_4W,Car,Liquids,2060,0.0
CA,trn_pass_road_LDV_4W,Car,Liquids,2065,0.0
CA,trn_pass_road_LDV_4W,Car,Liquids,2070,0.0
CA,trn_pass_road_LDV_4W,Car,Liquids,2075,0.0
CA,trn_pass_road_LDV_4W,Car,Liquids,2080,0.0
CA,trn_pass_road_LDV_4W,Car,Liquids,2085,0.0
CA,trn_pass_road_LDV_4W,Car,Liquids,2090,0.0
CA,trn_pass_road_LDV_4W,Car,Liquids,2095,0.0
CA,trn_pass_road_LDV_4W,Car,Liquids,2100,0.0
CO,trn_pass_road_LDV_4W,Car,Liquids,2045,0.0
CO,trn_pass_road_LDV_4W,Car,Liquids,2050,0.0
CO,trn_pass_road_LDV_4W,Car,Liquids,2055,0.0
CO,trn_pass_road_LDV_4W,Car,Liquids,2060,0.0
CO,trn_pass_road_LDV_4W,Car,Liquids,2065,0.0
CO,trn_pass_road_LDV_4W,Car,Liquids,2070,0.0
CO,trn_pass_road_LDV_4W,Car,Liquids,2075,0.0
CO,trn_pass_road_LDV_4W,Car,Liquids,2080,0.0
CO,trn_pass_road_LDV_4W,Car,Liquids,2085,0.0
CO,trn_pass_road_LDV_4W,Car,Liquids,2090,0.0
CO,trn_pass_road_LDV_4W,Car,Liquids,2095,0.0
CO,trn_pass_road_LDV_4W,Car,Liquids,2100,0.0
CT,trn_pass_road_LDV_4W,Car,Liquids,2045,0.0
CT,trn_pass_road_LDV_4W,Car,Liquids,2050,0.0
CT,trn_pass_road_LDV_4W,Car,Liquids,2055,0.0
CT,trn_pass_road_LDV_4W,Car,Liquids,2060,0.0
CT,trn_pass_road_LDV_4W,Car,Liquids,2065,0.0
CT,trn_pass_road_LDV_4W,Car,Liquids,2070,0.0
CT,trn_pass_road_LDV_4W,Car,Liquids,2075,0.0
CT,trn_pass_road_LDV_4W,Car,Liquids,2080,0.0
CT,trn_pass_road_LDV_4W,Car,Liquids,2085,0.0
CT,trn_pass_road_LDV_4W,Car,Liquids,2090,0.0
